model,url,num_classes,input_size,pool_size,crop_pct,interpolation,mean,std,first_conv,classifier,has_aux,label_offset,architecture,min_input_size,fixed_input_size,test_input_size,hf_hub
tf_efficientnet_lite1,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_lite1-bde8b488.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_lite1,,,,
tf_efficientnet_lite2,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_lite2-dcccb7df.pth,1000,"(3, 260, 260)","(9, 9)",0.89,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_lite2,,,,
tf_efficientnet_lite3,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_lite3-b733e338.pth,1000,"(3, 300, 300)","(10, 10)",0.904,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_lite3,,,,
tf_efficientnet_lite4,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_lite4-741542c3.pth,1000,"(3, 380, 380)","(12, 12)",0.92,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_lite4,,,,
tf_efficientnetv2_b0,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_b0-c7cc451f.pth,1000,"(3, 192, 192)","(6, 6)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnetv2_b0,,,"(3, 224, 224)",
tf_efficientnetv2_b1,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_b1-be6e41b0.pth,1000,"(3, 192, 192)","(6, 6)",0.882,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnetv2_b1,,,"(3, 240, 240)",
tf_efficientnetv2_b2,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_b2-847de54e.pth,1000,"(3, 208, 208)","(7, 7)",0.89,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnetv2_b2,,,"(3, 260, 260)",
tf_efficientnetv2_b3,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_b3-57773f13.pth,1000,"(3, 240, 240)","(8, 8)",0.904,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnetv2_b3,,,"(3, 300, 300)",
tf_efficientnetv2_l,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_l-d664b728.pth,1000,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_l,,,"(3, 480, 480)",
tf_efficientnetv2_l_in21ft1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_l_21ft1k-60127a9d.pth,1000,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_l_in21ft1k,,,"(3, 480, 480)",
tf_efficientnetv2_l_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_l_21k-91a19ec9.pth,21843,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_l_in21k,,,"(3, 480, 480)",
tf_efficientnetv2_m,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_m-cc09e0cd.pth,1000,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_m,,,"(3, 480, 480)",
tf_efficientnetv2_m_in21ft1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_m_21ft1k-bf41664a.pth,1000,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_m_in21ft1k,,,"(3, 480, 480)",
tf_efficientnetv2_m_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_m_21k-361418a2.pth,21843,"(3, 384, 384)","(12, 12)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_m_in21k,,,"(3, 480, 480)",
tf_efficientnetv2_s,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_s-eb54923e.pth,1000,"(3, 300, 300)","(10, 10)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_s,,,"(3, 384, 384)",
tf_efficientnetv2_s_in21ft1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_s_21ft1k-d7dafa41.pth,1000,"(3, 300, 300)","(10, 10)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_s_in21ft1k,,,"(3, 384, 384)",
tf_efficientnetv2_s_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-effv2-weights/tf_efficientnetv2_s_21k-6337ad01.pth,21843,"(3, 300, 300)","(10, 10)",1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnetv2_s_in21k,,,"(3, 384, 384)",
tf_inception_v3,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_inception_v3-e0069de4.pth,1000,"(3, 299, 299)","(8, 8)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",Conv2d_1a_3x3.conv,fc,False,1.0,tf_inception_v3,,,,
tf_mixnet_l,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mixnet_l-6c92e0c8.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_mixnet_l,,,,
tf_mixnet_m,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mixnet_m-0f4d8805.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_mixnet_m,,,,
tf_mixnet_s,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mixnet_s-89d3354b.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_mixnet_s,,,,
tf_mobilenetv3_large_075,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_large_075-150ee8b0.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_large_075,,,,
tf_mobilenetv3_large_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_large_100-427764d5.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_large_100,,,,
tf_mobilenetv3_large_minimal_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_large_minimal_100-8596ae28.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_large_minimal_100,,,,
tf_mobilenetv3_small_075,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_small_075-da427f52.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_small_075,,,,
tf_mobilenetv3_small_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_small_100-37f49e2b.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_small_100,,,,
tf_mobilenetv3_small_minimal_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_mobilenetv3_small_minimal_100-922a7843.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_mobilenetv3_small_minimal_100,,,,
tnt_b_patch16_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",pixel_embed.proj,head,,,tnt_b_patch16_224,,True,,
tnt_s_patch16_224,https://github.com/contrastive/pytorch-image-models/releases/download/TNT/tnt_s_patch16_224.pth.tar,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",pixel_embed.proj,head,,,tnt_s_patch16_224,,True,,
tresnet_l,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_l_81_5-235b486c.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_l,,,,
tresnet_l_448,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_l_448-940d0cd1.pth,1000,"(3, 448, 448)","(14, 14)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_l_448,,,,
tresnet_m,https://miil-public-eu.oss-eu-central-1.aliyuncs.com/model-zoo/ImageNet_21K_P/models/timm/tresnet_m_1k_miil_83_1.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_m,,,,
tresnet_m_448,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_m_448-bc359d10.pth,1000,"(3, 448, 448)","(14, 14)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_m_448,,,,
tresnet_m_miil_in21k,https://miil-public-eu.oss-eu-central-1.aliyuncs.com/model-zoo/ImageNet_21K_P/models/timm/tresnet_m_miil_in21k.pth,11221,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_m_miil_in21k,,,,
tresnet_xl,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_xl_82_0-a2d51b00.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_xl,,,,
tresnet_xl_448,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_xl_448-8c1815de.pth,1000,"(3, 448, 448)","(14, 14)",0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",body.conv1.0,head.fc,,,tresnet_xl_448,,,,
tv_densenet121,https://download.pytorch.org/models/densenet121-a639ec97.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.conv0,classifier,,,tv_densenet121,,,,
tv_resnet34,https://download.pytorch.org/models/resnet34-333f7ec4.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,tv_resnet34,,,,
tv_resnet50,https://download.pytorch.org/models/resnet50-19c8e357.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,tv_resnet50,,,,
tv_resnet101,https://download.pytorch.org/models/resnet101-5d3b4d8f.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,tv_resnet101,,,,
tv_resnet152,https://download.pytorch.org/models/resnet152-b121ed2d.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,tv_resnet152,,,,
tv_resnext50_32x4d,https://download.pytorch.org/models/resnext50_32x4d-7cdf4587.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,tv_resnext50_32x4d,,,,
twins_pcpvt_base,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_pcpvt_base-e5ecb09b.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_pcpvt_base,,True,,
twins_pcpvt_large,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_pcpvt_large-d273f802.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_pcpvt_large,,True,,
twins_pcpvt_small,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_pcpvt_small-e70e7e7a.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_pcpvt_small,,True,,
twins_svt_base,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_svt_base-c2265010.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_svt_base,,True,,
twins_svt_large,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_svt_large-90f6aaa9.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_svt_large,,True,,
twins_svt_small,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/twins_svt_small-42e5f78c.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embeds.0.proj,head,,,twins_svt_small,,True,,
vgg11,https://download.pytorch.org/models/vgg11-bbd30ac9.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg11,,,,
vgg11_bn,https://download.pytorch.org/models/vgg11_bn-6002323d.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg11_bn,,,,
vgg13,https://download.pytorch.org/models/vgg13-c768596a.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg13,,,,
vgg13_bn,https://download.pytorch.org/models/vgg13_bn-abd245e5.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg13_bn,,,,
vgg16,https://download.pytorch.org/models/vgg16-397923af.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg16,,,,
vgg16_bn,https://download.pytorch.org/models/vgg16_bn-6c64b313.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg16_bn,,,,
vgg19,https://download.pytorch.org/models/vgg19-dcbb9e9d.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg19,,,,
vgg19_bn,https://download.pytorch.org/models/vgg19_bn-c79401a0.pth,1000,"(3, 224, 224)","(1, 1)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",features.0,head.fc,,,vgg19_bn,,,,
visformer_small,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vt3p-weights/visformer_small-839e1f5b.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,head,,,visformer_small,,True,,
visformer_tiny,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,head,,,visformer_tiny,,True,,
vit_base_patch16_224,https://storage.googleapis.com/vit_models/augreg/B_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.01-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch16_224,,True,,
vit_base_patch16_224_in21k,https://storage.googleapis.com/vit_models/augreg/B_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch16_224_in21k,,True,,
vit_base_patch16_224_miil,https://miil-public-eu.oss-eu-central-1.aliyuncs.com/model-zoo/ImageNet_21K_P/models/timm/vit_base_patch16_224_1k_miil_84_4.pth,1000,"(3, 224, 224)",,0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",patch_embed.proj,head,,,vit_base_patch16_224_miil,,True,,
vit_base_patch16_224_miil_in21k,https://miil-public-eu.oss-eu-central-1.aliyuncs.com/model-zoo/ImageNet_21K_P/models/timm/vit_base_patch16_224_in21k_miil.pth,11221,"(3, 224, 224)",,0.875,bilinear,"(0, 0, 0)","(1, 1, 1)",patch_embed.proj,head,,,vit_base_patch16_224_miil_in21k,,True,,
vit_base_patch16_384,https://storage.googleapis.com/vit_models/augreg/B_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.01-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch16_384,,True,,
vit_base_patch32_224,https://storage.googleapis.com/vit_models/augreg/B_32-i21k-300ep-lr_0.001-aug_medium1-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch32_224,,True,,
vit_base_patch32_224_in21k,https://storage.googleapis.com/vit_models/augreg/B_32-i21k-300ep-lr_0.001-aug_medium1-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch32_224_in21k,,True,,
vit_base_patch32_384,https://storage.googleapis.com/vit_models/augreg/B_32-i21k-300ep-lr_0.001-aug_light1-wd_0.1-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_base_patch32_384,,True,,
vit_base_r26_s32_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r26_s32_224,,True,,
vit_base_r50_s16_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r50_s16_224,,True,,
vit_base_r50_s16_224_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_base_resnet50_224_in21k-6f7c7740.pth,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r50_s16_224_in21k,,True,,
vit_base_r50_s16_384,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_base_resnet50_384-9fd3c705.pth,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r50_s16_384,,True,,
vit_base_resnet26d_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.backbone.conv1.0,head,,,vit_base_resnet26d_224,,True,,
vit_base_resnet50_224_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_base_resnet50_224_in21k-6f7c7740.pth,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r50_s16_224_in21k,,True,,
vit_base_resnet50_384,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_base_resnet50_384-9fd3c705.pth,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_base_r50_s16_384,,True,,
vit_base_resnet50d_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.backbone.conv1.0,head,,,vit_base_resnet50d_224,,True,,
vit_huge_patch14_224_in21k,https://storage.googleapis.com/vit_models/imagenet21k/ViT-H_14.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_huge_patch14_224_in21k,,True,,timm/vit_huge_patch14_224_in21k
vit_large_patch16_224,https://storage.googleapis.com/vit_models/augreg/L_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.1-sd_0.1--imagenet2012-steps_20k-lr_0.01-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch16_224,,True,,
vit_large_patch16_224_in21k,https://storage.googleapis.com/vit_models/augreg/L_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.1-sd_0.1.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch16_224_in21k,,True,,
vit_large_patch16_384,https://storage.googleapis.com/vit_models/augreg/L_16-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.1-sd_0.1--imagenet2012-steps_20k-lr_0.01-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch16_384,,True,,
vit_large_patch32_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch32_224,,True,,
vit_large_patch32_224_in21k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_large_patch32_224_in21k-9046d2e7.pth,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch32_224_in21k,,True,,
vit_large_patch32_384,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-vitjx/jx_vit_large_p32_384-9b920ba8.pth,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_large_patch32_384,,True,,
vit_large_r50_s32_224,https://storage.googleapis.com/vit_models/augreg/R50_L_32-i21k-300ep-lr_0.001-aug_medium1-wd_0.1-do_0.1-sd_0.1--imagenet2012-steps_20k-lr_0.01-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_large_r50_s32_224,,True,,
vit_large_r50_s32_224_in21k,https://storage.googleapis.com/vit_models/augreg/R50_L_32-i21k-300ep-lr_0.001-aug_medium2-wd_0.1-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_large_r50_s32_224_in21k,,True,,
vit_large_r50_s32_384,https://storage.googleapis.com/vit_models/augreg/R50_L_32-i21k-300ep-lr_0.001-aug_medium2-wd_0.1-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.01-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_large_r50_s32_384,,True,,
vit_small_patch16_224,https://storage.googleapis.com/vit_models/augreg/S_16-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch16_224,,True,,
vit_small_patch16_224_in21k,https://storage.googleapis.com/vit_models/augreg/S_16-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch16_224_in21k,,True,,
vit_small_patch16_384,https://storage.googleapis.com/vit_models/augreg/S_16-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch16_384,,True,,
vit_small_patch32_224,https://storage.googleapis.com/vit_models/augreg/S_32-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch32_224,,True,,
